,﻿hyg_id,name,code,x,y,3d_x,3d_y,3d_z,spectrum,absmag,colorindex,habitable,number_matches,type_matches,class_matches,complete,class,type
3026,47998,LTT 3605,HIP 48133,777,309,-13.380320000000001,8.62444,-20.83343,K1V,5.81690344355,0.894,True,True,True,True,True,K,V
3028,49587,LTT 3712,HIP 49728,704,392,-30.07037,15.79761,-9.4162,G5V,4.78429667898,0.649,True,True,True,True,True,G,V
3033,52218,LTT 3926,HIP 52369,708,414,-21.43205,7.56637,-5.5773,G2/G3V,4.94366446409,0.622,True,True,True,True,True,G,V
3036,56195,LTT 4269,HIP 56363,825,315,-12.73255,1.4943,-30.282020000000003,K0IV/V,5.15508210072,0.828,True,True,True,True,True,K,V
3037,56852,LTT 4337,HIP 57021,787,383,-24.46421,1.9860400000000002,-21.34988,G0V,4.298519315819999,0.59,True,True,True,True,True,G,V
3038,58066,LTT 4445,HIP 58240,779,406,-29.530959999999997,0.42432,-18.64764,G3V,5.08410674011,0.67,False,True,True,True,True,G,V
3039,58067,LTT 4446,HIP 58241,784,407,-24.671129999999998,0.35185,-15.57838,G3V,5.504570522150001,0.64,False,True,True,True,True,G,V
3040,58119,LTT 4447,HIP 58293,777,423,-23.99474,0.28526999999999997,-11.77742,K3/K4V,6.79493854099,1.024,True,True,True,True,True,K,V
3042,59117,LTT 4549,HIP 59296,818,369,-13.9057,-0.60237,-14.518479999999998,K5V,6.94265559985,1.137,False,True,True,True,True,K,V
3043,59458,LTT 4586,HIP 59639,838,317,-11.3102,-0.6853199999999999,-29.611909999999998,K3V,6.12430844496,0.892,True,True,True,True,True,K,V
3046,61199,LTT 4779,HIP 61391,814,399,-23.29535,-3.56624,-20.6564,K3V,6.33963402097,0.898,True,True,True,True,True,K,V
3048,62279,LTT 4898,HIP 62472,817,461,-17.6454,-3.7652699999999997,-8.33955,K4/K5V,7.40827158663,1.149,True,True,True,True,True,K,V
3050,63152,LTT 4961,HIP 63353,839,367,-18.005589999999998,-4.73347,-27.26407,K2V:,7.19649636666,1.221,True,True,True,True,True,K,V
3051,63771,LTT 5013,HIP 63973,838,386,-20.25698,-6.056830000000001,-24.91856,K0V,5.908607132409999,0.813,False,True,True,True,True,K,V
3052,64484,LTT 5027,HIP 64690,12,270,-0.99406,-0.33981,-24.6568,G5IV-V,5.14834718344,0.71,False,True,True,True,True,G,V
3053,64271,LTT 5059,HIP 64475,831,435,-21.80526,-7.18052,-13.63751,K1IV/V,5.89725911018,0.923,True,True,True,True,True,K,V
3054,65098,LTT 5142,HIP 65302,12,283,-4.81712,-1.8256299999999999,-33.703359999999996,G5V,5.2165603149,0.667,True,True,True,True,True,G,V
3056,66011,LTT 5245,HIP 66219,845,422,-25.42332,-11.09636,-20.54385,K4V,6.71974247602,1.025,False,True,True,True,True,K,V
3059,67389,LTT 5373,HIP 67601,13,377,-14.09936,-7.426010000000001,-21.721120000000003,K3V,7.37803983773,1.112,True,True,True,True,True,K,V
3060,68856,LTT 5514,HIP 69075,22,386,-18.00076,-11.287469999999999,-27.477909999999998,K2V,6.79620832439,0.941,False,True,True,True,True,K,V
3062,118983,LTT 5855,HD 129715,46,452,-17.423920000000003,-15.224839999999999,-9.4663,K2/3 V,7.330299956639999,1.17,False,True,True,True,True,K,V
3065,73406,LTT 5990,HIP 73633,47,407,-12.622119999999999,-12.96834,-16.28993,K3V,7.04762351427,1.145,False,True,True,True,True,K,V
3066,73840,LTT 6024,HIP 74067,82,456,-23.85432,-25.62789,-4.86581,G0V:,5.2581647372800004,0.598,False,True,True,True,True,G,V
3067,75027,LTT 6131,HIP 75255,53,387,-14.344710000000001,-17.49669,-25.05789,G5V,5.037925270930001,0.657,False,True,True,True,True,G,V
3068,76558,LTT 6255,HIP 76793,73,418,-13.52984,-19.4589,-15.31262,K3V,6.57746856608,0.973,True,True,True,True,True,K,V
3069,76544,LTT 6257,HIP 76779,87,488,-8.54935,-12.27512,-4.87467,K5V,7.93591944268,1.296,False,True,True,True,True,K,V
3070,77208,LTT 6299,HIP 77444,51,342,-7.742539999999999,-11.99135,-30.93753,K1V,5.818040527919999,0.898,True,True,True,True,True,K,V
3073,80440,LTT 6566,HIP 80683,102,408,-9.752460000000001,-23.0747,-15.129879999999998,K3V,6.368224893990001,0.98,True,True,True,True,True,K,V
3074,81017,LTT 6620,HIP 81262,71,356,-4.74102,-12.325280000000001,-18.01455,K4V,7.034935471919999,1.096,False,True,True,True,True,K,V
3075,81870,LTT 6697,HIP 82120,134,421,-10.44942,-31.489990000000002,-10.52164,G5V,5.4916781299599995,0.685,False,True,True,True,True,G,V
3076,82583,LTT 6745,HIP 82834,113,404,-4.387169999999999,-15.20779,-9.91612,K4/K5V,8.22339183425,1.378,True,True,True,True,True,K,V
3077,82940,LTT 6772,HIP 83193,57,316,-2.8575,-10.69265,-28.47785,K3/K4V,6.924730026539999,1.164,True,True,True,True,True,K,V
3078,118055,LTT 683,HD 7438,344,183,22.89187,7.69968,-3.35719,K1 V,5.914448846440001,0.78,False,True,True,True,True,K,V
3081,85789,LTT 6990,HIP 86051,115,370,-2.77908,-25.52315,-20.512829999999997,G8/K0V,6.16650976179,0.79,False,True,True,True,True,G,V
3083,86724,LTT 7063,HIP 86991,77,322,-0.93615,-15.99291,-31.10652,G1V,4.79031112227,0.617,True,True,True,True,True,G,V
3084,87022,LTT 7088,HIP 87292,67,309,-0.54525,-12.69379,-30.661270000000002,K3V,6.68499565837,0.974,False,True,True,True,True,K,V
3087,6163,LTT 733,HIP 6177,78,154,21.89639,7.88824,-22.186139999999998,K1/K2V,6.15380194513,0.876,False,True,True,True,True,K,V
3089,90664,LTT 7361,HIP 90945,100,319,1.58543,-10.9055,-15.315179999999998,K4VP...,7.121379348,1.115,True,True,True,True,True,K,V
3094,6376,LTT 751,HIP 6390,131,140,25.99449,9.735430000000001,-14.077770000000001,K2V,6.29455362776,0.97,True,True,True,True,True,K,V
3098,95173,LTT 7669,HIP 95467,76,285,3.7909900000000003,-9.72776,-23.976110000000002,K5V,6.312589418019999,1.006,True,True,True,True,True,K,V
3099,95552,LTT 7701,HIP 95849,159,327,11.382819999999999,-27.590790000000002,-17.79012,G2V,4.425453948,0.599,False,True,True,True,True,G,V
3100,96330,LTT 7761,HIP 96635,173,327,13.29764,-28.89214,-15.42433,G8IV,6.368164737280001,0.872,False,True,True,True,True,G,V
3101,946,LTT 78,HIP 948,112,160,26.53896,1.35425,-21.695710000000002,K5V,7.24319279548,1.071,False,True,True,True,True,K,V
3103,98499,LTT 7929,HIP 98813,151,296,11.33423,-18.85519,-17.11115,G1V,4.6842621718599995,0.614,False,True,True,True,True,G,V
3106,7240,LTT 851,HIP 7254,72,154,23.43147,10.12054,-24.56321,K0/K1V,5.08355439073,0.815,False,True,True,True,True,K,V
3108,107899,LTT 8758,HIP 108241,170,221,24.61722,-14.83552,-16.39791,K1V,5.86147230002,0.842,False,True,True,True,True,K,V
3109,111298,LTT 9102,HIP 111648,85,214,14.2979,-5.41221,-26.01556,G8/K0V,5.80176252042,0.739,True,True,True,True,True,G,V
3114,112134,LTT 9189,HIP 112491,162,189,21.7691,-7.16229,-14.69851,G6V,5.4051046417299995,0.744,False,True,True,True,True,G,V
3116,113064,LTT 9298,HIP 113423,118,183,25.514470000000003,-7.04046,-23.71272,K0/K1V,5.816620465490001,0.846,True,True,True,True,True,K,V
3117,113050,LTT 9299,HIP 113409,218,154,25.339920000000003,-7.014989999999999,-6.38122,K2V:,7.9686598127399995,1.233,True,True,True,True,True,K,V
3119,114429,LTT 9429,HIP 114790,84,197,16.41628,-3.2537,-25.50607,G5V,5.53804474617,0.695,True,True,True,True,True,G,V
3123,115686,LTT 9573,HIP 116050,130,164,28.423820000000003,-3.62814,-20.14353,G8/K0V,5.39803056291,0.799,True,True,True,True,True,G,V
3124,115893,LTT 9593,HIP 116258,222,153,33.77843,-3.93888,-7.64185,K1/K2V,6.0986527412300005,0.89,False,True,True,True,True,K,V
3125,116572,LTT 9663,HIP 116937,86,182,20.56431,-1.5996700000000001,-27.79717,G5V,5.29373770922,0.704,True,True,True,True,True,G,V
3126,116781,LTT 9688,HIP 117147,72,192,14.97989,-0.98383,-25.40297,K3V,6.64035784419,0.997,True,True,True,True,True,K,V
3129,117893,LTT 9821,HIP 118261,162,144,21.96614,-0.07372000000000001,-10.73682,K3/K4V,6.7486165400400004,1.042,True,True,True,True,True,K,V
3131,3087,LUH 3A,HIP 3093,375,262,10.19974,1.76951,4.02599,K0V,5.65193625072,0.85,True,True,True,True,True,K,V
3132,62329,LW Comae Berenices,HIP 62523,489,412,-15.232629999999999,-3.29255,7.21438,G7V,5.11573395054,0.703,False,True,True,True,True,G,V
3134,12154,Lambda 2 Fornacis,HIP 12186,22,135,16.28337,13.30134,-14.492289999999999,G1V,3.74421341566,0.653,False,True,True,True,True,G,V
3135,116219,Lambda Andromedae,HIP 116584,357,37,17.69675,-1.73816,18.7115,G8III-IV,1.75079808192,0.984,False,True,True,True,True,G,V
3136,86220,Lambda Arae,HIP 86486,98,346,-1.21571,-14.17748,-16.61074,F3IV,3.0605311086199998,0.415,False,True,True,True,True,F,V
3137,24753,Lambda Aurigae,HIP 24813,499,280,1.7155900000000002,9.51929,8.14532,G0V,4.180333303209999,0.63,False,True,True,True,True,G,V
3139,35253,Lambda Geminorum,HIP 35350,627,41,-9.26169,26.12036,8.23048,A3V...,1.27475281007,0.106,False,True,True,True,True,A,V
3140,49700,Lambda Hydrae,HIP 49841,698,398,-30.50739,15.781460000000001,-7.52279,K0III,0.8796479602889999,1.007,False,True,True,True,True,K,I
3141,116563,Lambda Piscium,HIP 116928,266,137,30.7737,-2.41545,0.9595100000000001,A7V,2.04138422209,0.2,False,True,True,True,True,A,V
3142,90218,Lambda Sagittarii,HIP 90496,162,366,2.6056,-21.24307,-10.17227,K1IIIB,0.946562254808,1.025,False,True,True,True,True,K,I
3143,77023,Lambda Serpentis,HIP 77257,111,520,-6.415,-9.733080000000001,1.5043,G0VVAR,4.06913740615,0.604,False,True,True,True,True,G,V
3148,47042,M Velorum,HIP 47175,765,314,-17.408479999999997,12.5522,-25.00037,A5V,1.7507934770599998,0.173,False,True,True,True,True,A,V
3149,81771,MCA 44,HIP 82020,372,490,-4.6892,-13.872879999999999,22.36271,F2V,2.70493854099,0.375,False,True,True,True,True,F,V
3150,87624,MCA 50,HIP 87895,257,466,-0.31427,-26.08536,11.61245,G2V,4.04158070874,0.642,False,True,True,True,True,G,V
3151,95697,MCA 56,HIP 95995,354,532,3.37322,-8.03023,14.2619,K1V,5.48495792428,0.859,False,True,True,True,True,K,V
3152,12121,MCA 7,HIP 12153,454,156,26.66153,21.71153,7.589810000000001,F7V,2.90659170024,0.516,False,True,True,True,True,F,V
3153,12590,MCA 8,HIP 12623,463,83,14.321420000000002,12.258560000000001,15.92751,F9V,2.9483471834400006,0.582,False,True,True,True,True,F,V
3164,57927,MCC 136,HIP 58099,570,457,-25.15386,0.55374,13.796570000000001,M0V,8.20101391217,1.361,False,True,True,True,True,M,V
3166,60173,MCC 139,HIP 60357,556,454,-27.370309999999996,-2.70411,14.38144,M3V,8.430627680419999,1.473,True,True,True,True,True,M,V
3167,34134,MCC 14,HIP 34222,611,29,-6.0267599999999995,20.442729999999997,11.080960000000001,M0V,8.237032054430001,1.34,True,True,True,True,True,M,V
3169,66466,MCC 146,HIP 66675,834,523,-13.13463,-6.13333,-1.06128,M0V,8.79794219118,1.376,False,True,True,True,True,M,V
3176,84768,MCC 168,HIP 85026,155,417,-4.1405199999999995,-25.22762,-6.830939999999999,K5V,8.77688445959,1.363,True,True,True,True,True,K,V
3185,4862,MCC 2,HIP 4872,417,298,4.49441,1.25977,8.90745,K5V...,9.54780557817,1.463,True,True,True,True,True,K,V
3186,105002,MCC 201,HIP 105341,231,274,11.814210000000001,-9.89292,-5.56303,K5V,8.018072624730001,1.34,True,True,True,True,True,K,V
3195,32228,MCC 238,HIP 32313,496,577,-1.35794,6.8635600000000005,21.3922,M0:V:,9.1583815662,1.364,False,True,True,True,True,M,V
3197,33286,MCC 240,HIP 33373,580,16,-4.49388,17.86875,15.501920000000002,K5V,7.17180965555,1.117,True,True,True,True,True,K,V
3202,43544,MCC 258,HIP 43667,597,539,-14.527629999999998,15.337060000000001,14.914879999999998,M0V:,7.20687086037,1.139,True,True,True,True,True,M,V
3210,53797,MCC 277,HIP 53953,581,405,-15.656270000000001,4.025530000000001,4.7910900000000005,M2V:,10.5056396202,1.454,False,True,True,True,True,M,V
3215,63846,MCC 299,HIP 64048,483,444,-18.84197,-5.72336,13.48427,K3III,7.391070114830001,1.178,False,True,True,True,True,K,I
3216,4835,MCC 3,HIP 4845,322,188,20.49596,5.7179400000000005,-3.91435,K7V,8.38414970572,1.365,False,True,True,True,True,K,V
3217,118689,MCC 30,HD 237903,504,519,-7.1710899999999995,2.9538599999999997,11.49854,K7 VE,7.979676323600001,1.33,False,True,True,True,True,K,V
3221,51377,MCC 32,HIP 51525,533,490,-10.16891,4.13891,11.18299,K7V,7.8744437231100015,1.33,False,True,True,True,True,K,V
3225,99006,MCC 329,HIP 99322,205,319,16.49032,-25.98283,-7.83657,K3/K4V,7.240863303180001,1.137,True,True,True,True,True,K,V
3231,113238,MCC 340,HIP 113597,175,169,26.02349,-6.91645,-13.31484,K5V:,7.18156897578,1.344,False,True,True,True,True,K,V
3232,113796,MCC 341,HIP 114156,200,176,18.89884,-4.43999,-8.30408,K5V,7.99705846857,1.276,True,True,True,True,True,K,V
3233,113873,MCC 343,HIP 114233,212,74,15.236260000000001,-3.5097699999999996,0.9092899999999999,M1V:,9.925804507999999,1.49,True,True,True,True,True,M,V
3234,114580,MCC 344,HIP 114941,264,117,25.66934,-4.88931,2.60639,K7V:,8.413484698560001,1.5,True,True,True,True,True,K,V
3241,7640,MCC 379,HIP 7655,407,72,22.56189,10.3488,24.46953,K8V:,8.028652741230001,1.101,False,True,True,True,True,K,V
3247,8750,MCC 4,HIP 8768,387,253,9.03383,4.8444400000000005,-4.23236,K5/M0V,8.66531034838,1.424,True,True,True,True,True,K,V
3253,118901,MCC 42,GJ 1173,811,497,-19.05343,-8.424610000000001,-0.14271,K7 V,8.686206186880002,1.44,False,True,True,True,True,K,V
3254,63265,MCC 43,HIP 63467,781,479,-24.91657,-6.7103,-1.21906,K7V,7.719115856589999,1.185,True,True,True,True,True,K,V
3256,19606,MCC 435,HIP 19655,480,3,3.95555,7.82267,24.35014,M0V:,7.66518558872,1.216,True,True,True,True,True,M,V
3259,64676,MCC 44,HIP 64880,468,440,-16.42664,-5.81489,12.80027,M2V:,9.60555868538,1.356,True,True,True,True,True,M,V
3263,25126,MCC 461,HIP 25189,528,33,3.12665,19.37561,27.822640000000003,K8V:,6.779519732610001,1.029,True,True,True,True,True,K,V
3268,29885,MCC 473,HIP 29958,661,190,-2.40636,29.960590000000003,-7.42148,M0IV,7.43601261166,1.197,False,True,True,True,True,M,V
3271,66014,MCC 48,HIP 66222,800,503,-18.72485,-8.17649,1.6682299999999999,M0.5V:,8.39120897989,1.385,True,True,True,True,True,M,V
3281,66629,MCC 50,HIP 66840,813,489,-21.396420000000003,-10.197510000000001,-0.052989999999999995,M0V,7.886047626910001,1.288,False,True,True,True,True,M,V
3285,39501,MCC 511,HIP 39612,598,576,-11.83147,19.363970000000002,15.3513,M0V:P,7.97146432228,1.311,True,True,True,True,True,M,V
3287,40609,MCC 518,HIP 40724,675,307,-18.74231,27.08253,-8.94973,K3V,7.15433810177,1.132,True,True,True,True,True,K,V
3295,73231,MCC 55,HIP 73457,72,476,-13.492070000000002,-13.57755,-3.7671300000000003,K7V,8.038893009239999,1.372,True,True,True,True,True,K,V
3300,119009,MCC 57,Gl 579,390,413,-9.9687,-10.638819999999999,6.77612,K7 V,9.05895192345,1.41,False,True,True,True,True,K,V
3303,74973,MCC 58,HIP 75201,95,480,-11.96655,-14.525789999999999,-1.5729,K7V,8.07932982222,1.31,True,True,True,True,True,K,V
3304,51295,MCC 582,HIP 51443,721,391,-25.83858,10.65375,-10.8612,K5V,7.25547919126,1.163,True,True,True,True,True,K,V
3311,54904,MCC 607,HIP 55066,745,504,-16.70166,3.21843,-4.46001,K7V,8.75441614126,1.401,True,True,True,True,True,K,V
3317,57321,MCC 618,HIP 57493,515,481,-15.48129,0.8752,19.12925,M0V:P,7.55316494745,1.252,True,True,True,True,True,M,V
3320,59197,MCC 636,HIP 59378,512,454,-16.008370000000003,-0.7653,13.959879999999998,M2V,8.97279813882,1.34,True,True,True,True,True,M,V
3321,59353,MCC 637,HIP 59534,534,465,-22.537779999999998,-1.2293399999999999,18.72224,M2V,9.04377189496,1.456,True,True,True,True,True,M,V
3323,59567,MCC 640,HIP 59748,501,469,-15.216920000000002,-1.0074299999999998,17.378970000000002,M2V,8.729930559,1.412,True,True,True,True,True,M,V
3325,60420,MCC 655,HIP 60605,540,454,-24.368389999999998,-2.7024,15.2401,K0V,6.427889416729999,0.897,True,True,True,True,True,K,V
3326,61137,MCC 666,HIP 61329,782,461,-24.46717,-3.6567300000000005,-6.4618,K3/K4V,7.06143907976,1.103,False,True,True,True,True,K,V
3331,65123,MCC 688,HIP 65327,457,481,-12.46301,-4.745830000000001,21.26453,M0V,7.69159664876,1.262,False,True,True,True,True,M,V
3333,65985,MCC 693,HIP 66193,459,437,-17.56844,-7.64416,12.55076,K5IV,7.390418656869999,1.08,True,True,True,True,True,K,V
3360,113585,MCC 77,HIP 113944,397,585,7.66914,-1.89451,18.399910000000002,M1V:,8.35224269008,1.392,False,True,True,True,True,M,V
3362,82120,MCC 778,HIP 82370,125,410,-9.431280000000001,-29.861720000000002,-14.236189999999999,K3V,6.90722515885,1.104,True,True,True,True,True,K,V
3367,20865,MCC 8,HIP 20917,495,263,4.11538,9.8144,4.28299,K7V,8.00183522993,1.363,True,True,True,True,True,K,V
3368,89451,MCC 800,HIP 89728,191,405,2.40853,-29.4868,-3.4759599999999997,K3V,6.90975670624,1.06,True,True,True,True,True,K,V
